label	text_a
smile	Wow 正呀🐬🐠🦑🦐 我地一家人都好鍾意食海鮮🐠🐟🦑🦐 爸爸👨🏻就黎生日啦🎂 依d 特別既日子 做女👧🏻既 點都要識做 帶屋企人食餐好的 😁 - 難得放假，晏就同爸媽，伯父伯娘去鯉魚門行左陣，吹下海風，睇埋日落🌄。 之後就去左朋友介紹既依間海鮮酒家。 朋友話海鮮新鮮同抵食 - 餐廳職員會帶我地揀海鮮，然後再報價💰。 再問我們每道餸想用咩烹調方式。  我地叫左 兩條清蒸石斑 🐟🐟 好新鮮呀  平時飲宴都特別愛食酒樓整既魚 🤤 - 蒸蟶子 我地選擇用蒸。因為咁先可以食出個鮮味 蒜蓉蔥花粉絲加蟶子 簡單既配搭已經好好食 粉絲好入味 - 蒸鮑魚 好爽口，唔會蒸過火 - 酥炸生蠔 杯酒煮蠔 比較喜歡酥炸蠔 因為香口d  蠔大大隻，口感好juicy  - 椒鹽瀨尿蝦🦐 又係超級惹味，大大隻蝦好多肉 - 鹽焗蟹 D 蟹膏多到呢 好澎湃 一睇就知好好食😁 - 食完有桂花糕送🤤 清清地 唔會太甜
ok	即叫即煮嘅餃子及炒麵😍 初開舖試過「白菜餃子🥟」，但係覺得味道淡淡的。  但自從家姐請我食佢哋嘅「粟米芝士餃子」及「香菇芹菜餃子🥟」之後，就對佢哋完全改觀。 「粟米芝士餃子」有好多粟米，食到有芝士味，但芝士如果可以再濃啲就更好。    「香菇芹菜餃子」好多芹菜，咬落好脆口，好香芹菜味。 「京蔥牛肉餃子」同樣好多餡料，京蔥味適當，放湯及煎煮都同樣好味。 $20有6隻餃子🥟，所有餃子🥟都免費送招牌辣辣菜脯，放湯及配煎餃都好好味，但係菜脯真係幾辣的。 早餐仲有炒米粉/麵+豆漿套餐，只係$20。  即叫即煮嘅炒麵，夠晒熱，加少少甜醬，好 。  大部分食物都係即叫即煮，煎餃煎到皮脆，饀飽滿，湯餃嘅湯非常熱， 外賣返屋企食都仲係熱呼呼的。  雖然等候時間約5-10分鐘，不過，都係值得嘅。  最多等嘅時候走去附近睇吓其它嘢囉！ 
cry	醉翁之意不在酒 朋友鐘意黎深水灣聽海浪聲,唯一既選擇就係呢間!!(如果唔係晚飯既話!)有一次我未食野,叫左個雞亦食,個味幾好呀!!但係d雪藏雞亦真係唔知佢keep左幾耐lor!d肉好硬....啤酒選擇亦唔多,得sol,生力,嘉士伯...幸好是菲律賓生力,都開心d!!!不過佢個雪櫃門壞壞地,會唔夠凍,要叫佢law入d o個d俾你!!!夏天泳季可樂$15枝,雪糕$15條,都幾貴!!! 雖然醉翁之意不在「此」,但這裡真的不太好!! 
smile	ＨＵＮＧＲＹ要搵食～ 平日晚上肚餓都會叫Ｍ記外賣。貪佢夠方便，而且價錢唔算貴。 今日試下呢個雞奕，係因為Ｍ記成日送過黎的食物都凍哂， 又慢  首先，呢個CHICKEN WINGS好出色， 買的時侯已經調好味， 對於一Ｄ煮野食既新手黎講係一件好事 之後煮法亦好簡單，唔會太難太複雜～！ 加上個味亦都調得好好， 味道剛剛好～！ 睇到Ｄ相都知道有幾出色喇～！ 色澤均「雲」～而且夠哂入味， 一Ｄ雪藏味都無， 真係意料之外咁出色出眾！ 食住雞奕，飲下啤酒都幾ＣＨＩＬＬ～！ 會繼續幫襯，試下其他唔同既產品～！
ok	名過其實。手撕雞腸粉 熱潮雖然過左好耐，但每日番屋企經過都總係會有一條人龍係鋪頭前面。  手撕雞我就成日買啦，真係好食既，雞肉嫩滑，即叫即製，仲有d芝麻係上面，飯都食多幾碗 但手撕雞腸粉又係咩一回事呢？今晚，佢好奇心驅使之下買咗一盒黎try try 都算幾足料！手撕雞依然係一貫既水準，但加埋腸粉又好似怪怪地。（識食腸粉一定要有大量甜醬）無加甜醬就已經唔係腸粉！  所以建議大家分開食，手撕雞還手撕雞，腸粉還腸粉😂搞埋一齊個人就認為唔係太夾！
cry	中伏 叫左個芒果西米露， 淡而冇味。。。仲要得幾條芒果絲 咁你不如靜係俾碗西米露我。 完全失望! 但我諗佢其他款既傳統糖水應該唔錯既。 不過我勸大家去食的話就唔好叫芒果西米露啦。 
smile	【😍長洲高質素芋圓甜品🍡 🍧】 好多年無入過長洲，一念起長洲都係「大魚蛋，芒果糯米糍 」，講真食到有D悶。前排一直見到好多人介紹長洲開了好多新店，我地專登避開聖誕假期遊長洲。結果，小島都係人流處處。 今次，決定同朋友們一試bookmark左好耐既文青小店【長洲冰室】。估唔到，平日27號入去竟然都係爆滿😱！店員一見到我地一大班人，好快手幫我地係店入面搬位比我地坐。 店內設有最低消費，我地決定點唔同既甜品試。  味道有泰國既level，芒果份量多，係一整個芒果開兩邊切好，又夠新鮮好甜！飯分為原味和綠色班蘭味，糯米飯好煙un，重點係佢地係飯上加脆脆！！！！配埋個椰汁，芒果同飯更加香甜，帶出唔同層次的甜，食落更有不同的口感。店員仲提醒如果食到尾時覺得唔夠椰汁，可以再加添！暫時係香港泥講，我覺得好有水準既【芒果糯米飯】！！朋友食完仲外賣兩盒帶返香港比屋企人分享。  呢度既招牌係芋圓，梗係要叫返碗！起初睇個甜品比我想像中有d細碗，但料係好足嘅！有仙草、蜜紅豆、薏米、西米、三色圓、黑糖水底。我覺得做得幾出色，三色圓軟硬適中，而且食落去會分得出三隻味😆唔會覺得咬緊無味粉團，仙草好嫩滑，食得出有回甘味道👍店員仲細心講解，「熱」仙草不會太熱，因為個仙草太熱會溶曬，所以建議暖暖地咁食最好。  一向都好怕食上海個種酒釀小丸子，因為通常酒味太重又酸過頭，重點係個糖水口感好”杰”😑 但哩到個桂花酒釀三色圓比我想像中好，口感清新又唔杰，食到桂花清香味，唔會比酒釀搶到個味，配埋芋圓食好合！終於對哩味甜品改觀！哩到仲有得買佢地個「自家製桂花糖 」！   哩個冰好有份量，配料除了基本鮮芒果肉、芒果汁、煉奶，仲有地瓜圓、芋圓、紫薯圓，哩個冰咁既價錢根本無得輸，我估夏天食仲正透心涼！ 😋  未食都知泰式奶茶係偏甜，佢哩個冰做到岩岩好，個冰底真係泰式奶茶整，而唔係好hea咁淋D醬上去，唔會太甜好香奶茶味。朋友們大愛，仲搶住食，食到底雖然有D溶，但當埋奶茶飲一流！ 絕對有質素👍🏻  本身我對芋頭芋泥無咩特別喜好。但哩個「芋泥」真係不得了，好香又重芋頭味，甜度適中，配埋嫩滑仙草好有回甘味，整體泥講芋泥＋仙草＋椰汁＋芋圓係一絕配！  哩個絕對要用「出色」泥代表佢😍！椰皇入面有好香滑既燉奶，係好香滑，好好好香滑！（因為好好食，所以重點要講三次！😍），配上一個好香椰汁味既糖水底，入面仲有三色圓同湯圓，成件事好豐富，每樣都好配合！不過建議同人share 住食，因為一個人食會好「濟」。  奶凍唔會好甜，好濃既奶味，口感好滑！奶凍配起個抹茶好合，個紅豆煮得好有口感，絕對唔係hea! 下次可以試埋另一個芒果味，我估奶凍配芒果一定會好正！ 整體泥講，可惜佢唔係開係市區，如果唔係真係成日去食。同一大班朋友去，雖然平日客人都好爆滿，但環境坐位都好寬落，小店仲有好多懷舊裝飾擺設，裝修好文青柔和，絕對好呃like！
ok	試一次就夠 本來收工想食串燒，但冇訂位關係已經full hourse，所以經過見到覺得幾好feel就入去喇。由於當時只係得6點半有d早，所以得我地呢枱，店員都有禮貌👍🏼內部環境都舒服 被安排坐係近門口位置  套餐唔啱食所以散叫，嗌左蟹子沙律，拖羅劍魚腩刺身，蟹子壽司，雞軟骨串，煙肉車厘茄，燒原隻帆立貝，松山蟹肉炒飯。都算上得快。 平心而論，唔難食，但唔係特別好食 調味方面有待改善 個人認為唔太值呢個價 所以去試一次都算唔錯 
cry	難忘經驗 Pizza Hut 其實不嬲都大食夾扺件，係性價比高的餐廳，平時食晚市都無乜問題，今次食下午茶就出事。下午茶叫咗兩個餐一個Pizza餐一個係俄羅斯沙律拼芝士條。 點知呢個超級夏威夷Pizza好難食，最主要嘅原因係佢燶得滯。 你睇下佢果幾塊pepperoni燶到呢，苦嫁大佬點食啊，除左個over cook 之外，都無咩大問題。但一個問題足以致命，食到我塊面都燶燶地。 至於另外一個餐，我仲係好喜歡食俄羅斯沙律，不過果兩條芝士條就好hae，咪就係兩粒扭扭批果條邊，仲要又係燶燶地，不過都叫做好過果幾塊pepperoni。 總體來說，今次可能係我唔好彩。
smile	又嚟嘆大大份早餐 今日適逢仔仔返了學，就同老公撐枱腳，去「民華餐廳」嘆大大份早餐。  一入餐廳， 就安排我倆去卡位坐，服務態度熱誠。  老公話呢度好多選擇，老公叫咗薑絲牛肉通粉、炒滑蛋午餐肉跟多士同凍奶茶少甜。 通粉係佢鍾意食嘅冇坑紋嘅通粉，牛肉有牛肉味。 炒滑蛋炒得好有大師級水準，好滑有蛋味。 多士亦是水準之作，外脆內軟。 我就叫咗雪菜肉絲米、煎太陽蛋腸仔跟凍奶茶少甜。 我好欣賞佢個太陽蛋，靚到不得了。 原來「民華餐廳」的西多士係全日供應，最後幫仔仔叫咗個加咗煉奶嘅西多士拎走。 好大件 ，不過，我仔仔可以火速食曬，因為佢話好好味，外脆內軟。 
ok	三人三百三味~ 晚飯最後落腳地係杏花村o既稻香 一黎到侍應就行埋黎不斷promote... o係佢地o既洗腦底下 不禁想試下呢個俾佢地講到好抵食o既餐 東星斑兩味+o古o魯肉=$348 佢地話唔鐘意食肉o既話可以轉菜~ 於是放棄左o古o魯肉轉食「上湯菠菜」 東星斑兩味... 份量唔算多...三個人食唔係好夠 不過味道ok~唔油~ 肉質滑...賣相好... 可惜價錢偏貴.... 上湯菠菜普通貨色 某幾條菠菜「上左年紀」..好難咬... 埋單三個人四百蚊... 三百變四百... 加一、飯、茶芥...=差唔多$100 夜晚出街食飯預左..... 
cry	《自成一角的咖啡店》 同朋友喺Festival Walk行一行想搵個位坐低，就搵咗哩間自成一角嘅Café，陽光啱啱好打入嚟哩個位，光線剛剛好。未肚餓又想飲嘢，見倒cookies and cream milk shake就毫不猶疑叫咗，會令人肥嘅嘢都係最好味嘅嘢呀嗎。 杯嘅賣相唔錯，上面擠咗有厚厚一層白雪雪嘅cream，插上咗一執大大塊嘅朱古力曲奇同曲奇棒，再灑上sprinkles。只可憎，靚嘅嘅嘢唔等於好味嘅嘢，飲完哩杯嘢應該係會糖尿…太甜太甜太甜啦，然後塊朱古力曲奇其實有小小潤，上面嘅sprinkles有好奇怪嘅膠味，唯一值得欣賞嘅就係個milk shake口感唔錯。哩個價錢的話，我都係去返starbuck飲算了… 
smile	世上桃園 在鴨脷洲邨搵食真係好艱難，附近只得幾間餐廳。 而又食得夠飽，又要抵食就難上加難。 菜牌上選擇都算多元化，以米線，飯，粥為主。 我覺得當中以米線較為划算，而且平日中午一般多食飯為主，搵一日食米線都唔錯。 呢日我就揀咗濃骨湯米線，配料就揀咗滑牛肉+豆卜，計落先26+4=30大元。超抵食。 送個米線上嚟嘅時候，支湯羹會裝住D蔥+芫茜，本人唔太喜歡芫茜，但蘭問過係唔能夠只走芫茜，如果同等一樣唔鐘意芫茜嘅可以考慮完全走青。 佢個米線整體而言算係不過不失，份量還可以，豆卜嘅味道就唔太好，口感亦較乾硬，牛肉就比較正常，湯也是好清味道好淡。 總括嚟講，由於附近可以選擇嘅唔多，我覺得呢間桃園，以咁嘅性貨比係呢一個交通不便嘅地方雖算不上世外桃園，也可以算係世上嘅桃園。雖然味道選擇上都比唔上外面嘅連鎖米線餐廳，但價格以及在該區少有有提供米線嘅餐廳，還是可以一試。
ok	地點變，服務味道不變😓 地點變，服務味道不變😓  我諗唔需要點介紹，大家都知饑落亭就係禾輋陳根記。如果有食過陳根記既話，都知道佢地出名多人，做唔切，好多野都要客人自己親力親為😂。咁岩入黎大埔，屋企人又話想試下，就睇下有無唔同喇🤔！  我地叫左四餸一湯+白飯！先講白飯，勁硬，生米未煮成熟飯😞。。  粟米魚肚羹🍲: 魚肚雖多，但唔好食，全部人都覺得無味😣。。 迷你羊腩煲🐐: 我唔食的🙊，但屋企人話幾入味，唔羶。個人反而覺得佢個份量幾好，好似一人火鍋既size，又平d又可以食多d其他野👍🏼。 椒鹽九肚魚🐟: 完全🙅🏻‍♀，d魚痴實曬，又濕又散👎🏼。 冬陰公煮蜆🥘: 又係無味，蜆不過不失😥。 蝦醬通菜🥬: 呢個味道勁鹹！連好味精既男友都覺得好鹹😨。 今餐既感覺係，除左裝修唔同之外，都係坐得咁迫同咁嘈。。味道同服務都係同禾輋一樣，唔係好岩自己口味，應該都唔會再有下次了😔。
cry	一試就中伏 叫了鐵板什扒餐$78和梅菜鯇魚飯$60，扒餐餐牌寫送西湯及熱飲，但侍應阿姐落單時無問飲咩，後來再問阿姐只答鐵扒餐一向無送飲品和湯,但餐牌確實寫送湯和熱飲... 於是只好叫阿姐自己再睇睇餐牌，佢睇完就話從來都無西湯..飲品就有既，西湯而樣係張牌印錯左..係老闆娘整錯..佢自己無錯..聽到O哂嘴... 算啦....唔落都落左... 個扒餐到左..唔好有咩要求啦，但仍然有錯漏..俾少左隻煎蛋..扒餐餐牌寫明有雞扒豬扒牛扒同雞蛋，又要再追阿姐幫手追廚房...  蒸魚餐到左...睇落舊魚好大舊..筷子一督..督唔穿...鯇魚中間未熟... 只好又再叫阿姐幫手叫廚房再蒸蒸...  蒸完，食完，只求填飽個肚 味道算了 下次不會再光顧 希望附近居民不要中伏 希望此舖位可以快d由其他有心經營的食肆頂替  
smile	台灣媽媽的味道 今日放假，留在元朗，晚餐諗唔到食乜，經過呢間門口細細，睇落十分簡樸嘅台式食店。  入到去店員全女班，令我有種媽媽嘅感覺，佢地一時廣東話一時普通話，聽口音都係台灣人嚟嘅。佢地嘅上菜嘅用具都好有家的感覺。  我個人好喜歡食肉操飯，所以嗌左個滷水豬手肉操飯，上菜時估唔到係會有菜，有半隻滷蛋同一啲酸菜舖。 肉操唔夠原來可以同店員講，佢會加俾你，呢個又係人情味😋絕對唔係公式化。豬手我覺得唔夠腍，毛都未刮乾淨，所以一般。但肉操夠味，送飯一流。 男朋友嗌左個雞扒肉操飯，雞扒炸粉唔厚，個雞肉仲好滑好juicy，好味👍🏼 飲品當然係冬瓜茶啦，我地嗌左一凍一溫，凍嘅甜度岩岩好，可能加左冰嘅關係，但溫果杯就比較甜，唔係好飲到冬瓜茶果陣味，得個甜字。  總結，我覺得無論係嘢食定係店員俾你嘅感覺都係正宗台灣味道。 
ok	第一次食撈檬🍋😹 👉🏻豬頸肉雞絲撈檬配金邊粉🍜💲54 超大碗超足料🤩勁多金邊粉😛多到食唔晒🤣豬頸肉勁香😽雞絲都唔鞋😗好足料👍🏻第一次食撈檬🍋覺得麻麻 倒咗好多汁都唔入味 下次叫返湯河好啲🤔 
cry	何必呢⋯ 用冲繩獅頭做主題好聰明，有圍繩又彩繪掛布，成間店其實幾有氣氛，之前買過幾次外賣冬甩同炸包比細佬妹食，佢地都話鍾意，今晚特登帶大家嚟一齊試下食晚飯。 講真，雙重煮料理呢種玩法真係吃力不討好，蒸籠入面嘅蔬菜，煲仔入面嘅飯或烏冬，溫度都係啱啱好夠分開單獨食，一要撈埋攪兩攪其實成煲嘢已經凍曬凝曬，唔好食味道淡，咖喱唔咖喱，蕃茄湯唔蕃茄，飲品限死得熱凍一款玄米茶定果茶，仲要近百蚊唔平喎⋯ 不如加個火喺煲底keep warm 啦，仲有蒸籠墊菜底張紙濕到爛曬霉曬，蒸汽預咗啦，又唔見茶樓d蝦餃燒賣會咁，認真少少啦好冇，人家食曬紙呀⋯ 何必呢⋯ 不如專心做好小吃甜點，配杯咖啡茶，打造日式輕食cafe啦！ 
smile	至愛湯底濃郁椰子雞 如果你覺得銅鑼灣太多人 想搵個地方靜靜地又有好野食既話 黎天后就岩喇 睇到唔同既食評都對頭啖湯既湯底有好高既評價 於是一早 book 定位一收工就過黎試下 想去頭啖湯既朋友係天后地鐵站 Exit A 落車行幾分鐘就到 地點好方便 因為我地 book 左 6:30 p.m. 時間尚早, 我地係第2台客 店員建議我地可以先叫個湯底先 咁我地今次就叫左半隻滋潤椰子雞煲 除左湯同雞煲出名之外 呢到仲有燉湯 仲有泡飯同米線 唔洗等好耐 店員就送上湯底 離遠已聞到陣陣椰子香氣 因為想留肚食配料 所以只係叫左半隻雞 但份量都唔少架 配料方面我地就叫左 珊瑚蚌 + 貴妃妦 雙併 牛肩胛 食落新鮮重牛味 皇帝菜 乾淨無渣 手打蝦丸 誠意之作，爽口彈牙 招牌水果茶 大大杯好抵飲 大家記得留意店內既隱藏 menu 大家記得訂位喇~ 
ok	大澳chill之選 去大澳又想坐低chill 下，望著條河，可以去呢度。好多人以為淨係酒店個邊先好chill 好環境，但是其實嗰邊都遠，所以如果想喺返大街呢邊，可以選擇望住條河的兩邊餐廳。 我地那天行山入大澳，由東涌起行就三個小時到大澳。到左當然要醫肚。我地想簡單d，不用大魚大肉，所以食呢間輕食的。 叫左雞翼公仔麵，當然，份量不多。食light d 的就呢個，行完山吾想食太多。 最好味係飲杯野，又熱又健康。分別是蜂蜜柚子特飲同埋蜂蜜生薑特飲。尤其係喺冬天行完山，啲風吹埋你都有啲涼，飲呢啲特飲就最好啦，好過飲咖啡。 上次我同朋友去，呢間餐廳唔會趕客，俾你坐幾耐都得，仲有最重要的是你知道大澳其實好難搵廁所，一唔係就去啲比較污糟啲嘅洗手間。喺呢間餐廳食嘢，就可以順便去埋洗手間，因為呢間餐廳的洗手間很乾淨。
cry	中伏了！ 葵芳返工既我有新餐廳出, 當然要拉大隊啦！今日同同事去食依間老馮餐廳, 十二點半左右去到已經要排隊, 不過坐位都多等左兩三個字就入座了,  午餐既選擇唔係好吸引我,所以 我簡左蕃茄芝士通心粉, 再叫左個蝦餅好食, 上枱個樣就覺得幾吸引, 可惜味道好一般般, 湯底唔夠濃, 雖然加左成片芝士但我飲唔出有芝士味, 牛肉肉質一般, 跟餐個滑蛋唔香, 食唔出有奶味, 飲普通野要加$8, 紅豆冰依類特飲要加$16up, 實在唔多合理, 我係大x樂叫到紅豆杯下午茶都係比多少少錢, 同事叫左撈丁都大叫話冇下次！非常失望！ 
smile	環境舒適 星期二晚餐，19:30差唔多滿座，幸好有訂枱  環境: 舒適，近海，有涼風，黃黃既燈光氣氛唔錯，岩朋友傾計，二人坐四人枱，坐到21:40都唔趕人  服務: 正常，last order 前自動斟水，last order 後就冇自動斟  食物: 凍朱咖啡 - 淡而無味當水飲，完全唔凍，微暖感覺奇怪 炸(鱸)魚柳 - 唔錯，粗薯條好食 三文魚沙律 - 新鮮 炸蠔 - 恰到好處，感覺新鮮嫩滑，配沙律醬好味 白酒煮蜆 - 好like，每隻細細粒但肥嘟嘟，好清甜，係咁飲d汁 兩個女仔夠飽又唔會食唔曬  下次可以早d黎飲啤酒睇埋黃昏 
ok	平平地食吓海鮮 元旦日行大運，周圍都咁多人，去到都過左２點，全部大枱都無人，細枱爆曬，中枱有一張無人都唔俾，係要我地係果張坐左幾個人嘅中枱到搭枱，見到隔離張細枱就走，坐住先，佢地走左轉番張細枱。 二人套餐，包飯同汽水都幾扺！  白灼蝦係中蝦黎架，夠新鮮 ，不過蝦頭未夠熟. 鮑魚預左細隻，今次仲過熟靭左少少，次次都係問先俾叉！ 我地揀左麵醬唐生菜，唔記得嗌少油添，都幾多油架，今次無乜麵豉喎！ 蒸魚都係咁正，火喉啱啱好 ，肉質夠滑。 齊曬餸叫佢上埋碗飯，拎到黎仲問番我地之前有無攞左飯，吓？乜你地唔知嘅咩？  放心啦！我地食唔落架，  唔係飯桶！ 叫做有生果，４kai 好細嘅橙。 我地都仲未食橙，成３點鐘，Ｄ大枱都係無人，中枱走剩—枱，竟然話要我地俾２個人搭枱，果張最多坐４個人嘅細枱？？  ，梗係話佢知等我地食埋先，係隔離張無人嘅中枱等陣先囉！仲乜咁迫喎！ 以前係食開天虹，不過Ｄ唔辣嘅豉椒炒蜆變左勁辣又無得走辣，之後就無去囉。 平平地食吓海鮮，呢到都幾扺食嘅，不過下次佢客多果陣就唔會去囉。 
cry	好後悔比咗一次機會 睇完標題都唔使講咩架啦！美孚係少餐廳、但係水準可以咁低、佢係第一☝🏻服務差到會叫你用手接住碟通粉、落單個個仲呆呆地....成間餐廳啲waiter都好似part time咁既手腳、又慢、又唔熟手、星期日嚟食嘢既都唔係急急腳要走既人、但係佢地都可以令大半間餐廳既人燥起上黎...坐咗喺度半個鐘已經聽到有6-7個客投訴、仲有人要叫佢退錢走人，真係好誇張！  嘢食我都無謂再講、睇相都知咩事...就算要等位都一定要去隔離香港地！ 
smile	其實唔睇戲 都可以去食 今次係去睇captain marvel，因為時間唔上唔落就決定要同朋友一齊係戲院小食部買野食。好彩我地到戈個時間唔係好多人，臨開場既時候見到有好多岩岩先到，又想買野食入場既人等左都幾耐，應該都算係等到遲入場。 買左朱古力細爆谷、10粒燒賣同汽水，2個人咁食都ok，填到肚。我自己就真係好鐘意食朱古力爆谷，由其是UA戈d，d朱古力味都幾出，但又唔係勁甜戈種，會係咁食食上癮，係等入場既10分鐘內都食左3分1筒咁濟 。至於燒賣就正正常常啦，叫左小辣都幾惹味咖！
ok	南朗山泰菜 飽到一個點。  好耐無食泰國野喇！ 去左南朗山熟食市場食泰國野！  真心。呢間口味唔太岩我！ 肉碎生菜包。呢個好食。辣辣地。香料味種！ 大size冬陰功偏甜。唔辣！但好多海鮮！好大兜！ 炒金邊粉都係偏甜！ 蒜蓉包就唔錯。夠脆！ 薄餅。無咩特別。 紅咖哩雞。椰奶味好重！ 柚子沙拉。幾好。都幾多配料！ 明爐馬友。馬友都幾大料。魚都好滑！ 馬拉盞炒菜。由頭等左尾。追單追左兩次先到。。比較油！ 豬頸肉。太肥！又無咩味！ 外賣左個菠蘿炒飯！  埋單$860 
cry	越黎越差 呢間服務態度差係一向的事喇!! 所以唔期望有服務可言 點知食物質素變得越黎越差 芝麻糊>< 好難食，連超市買的即沖產品都好味過佢 淡而冇味 南北杏木瓜燉雪耳>< 超甜 真是得超甜糖水味，冇其他喇 木瓜燉雪耳好似後放入去甘 不斷有幾隻蚊滋仔飛黎飛去 趕極都番黎 仲有隻直插入碗糖水度 好彩碗野唔好食，原本都冇打算食曬姐 花都華明得佢一間 獨市生意令呢間不斷退步 越變越差 款式十年如一日 衞生環境差左 服務態度一向差 希望有新糖水加入，可以多一個選擇 
smile	「唔憂做」雲貴風 據聞雲貴風係屯門數一數二既米線鋪，而且經常「唔憂做」閉店休息星期日夜晚大約8點幾黎到，一個人亦要等大約15分鐘，已經見識到佢受歡迎既程度～  門口位亦張貼「突然」休息既日子，相信唔係平日經過或者時常黎幫襯既熟客，有機會摸門釘 餐牌簡單易明，就係不同口味既米線，配搭一餸或者另外加餸既價錢，係屯門市內都算親民 豬腸小鍋米線 - $31  等位既時候樓面已經幫手落order，唔算太食得好辣既我叫左少少辣，湯底夠濃好開胃，而米線都夠淋同入味 抵讚既係豬腸都算乾淨而唔會有臭味，為成碗米線加分 不過始終係小店，店入面環境好迫同埋都要預左同幾個人一齊搭台，所以都見唔少人係排隊等外賣 性價比咁高，終於明白點解咁多街坊排晒隊等堂食同外賣～
ok	呢間店已經轉左手，店員差！🦉 食過幾次，覺得抵食好味的，甘前幾日想再book位去食，問佢要個menu和最新既收費資料，說已經執左 ？？跟住打去再問，話原來係轉左手，話其他野都無變喎 又話都有Live Band的 跟住5點50去到，同我地講730埋單就收$148,已經唔同之前既入座計起兩小時 都算啦，諗住拿拿聲食 有幾檯都係甘，跟住等個爐黎都等左十分鐘 耐到呢。以前黎一落單就好快送到湯底 之後湯底黎到，等左20分鐘，個爐好似仲唔太滾，一睇原來熄左，甘自已開番啦 淥塊牛肉都難呀 跟住再停再開再停再開，叫D職員睇下啦，同佢講個爐壞既，點食呀？ 跟住幫我地開番就算，跟住又停左個爐，我再叫個阿姐，個阿姐就好大聲講: 又做咩呀!!!! 我話個爐又熄，甘搞法我點野食呀！ 已經唔係好滾架啦，仲要熄十幾次爐 又唔解決問題！之後有個好似細路既店員 我問你地有無高職位D既人過下黎 經理或店長都好啦，諗住問下可唔可以轉檯或者延長幾個字時間比我地用餐啦 跟住就Er...er....我打工架Ja 下？我叫你叫人過黎之喎，跟住死都唔搵啦 跟住仲話，琴日用都無事！ 甘琴日用無事又關乜我事？我就係知，而家個爐壞壞地呀嘛 跟住又走左去 肥牛每次黎都係得四塊，未計中間有D無黎 食左好少！以前用餐好愉快，D人效率都好！我仲聽到隔離檯話，好多野食都無黎 哈哈，，最後730自動拎張單比我地埋，檯檯都未食完，唯一好彩係無趕D人走可以食多少少！ 湯底依舊都係差唔多，都好D! 轉左手姐，連D效率都轉埋，同埋都唔見live band唱歌既？？ 
cry	Blacklisted 間野係公司附近，但見lunch成日都好多人等，所以一直都冇試過。上個月30號夜晚放左工見冇人等就walk-in試下。  的確，食物係唔錯既。點左三個菜，Massaman Curry，肉碎豬生菜包同馬拉盞通菜。後兩樣都係一般味道啦，反而個咖哩係有驚喜既，少少甜，濃度恰到好處，好岩送飯/點薄餅食。  不過，staff既態度真係好難頂。話說落完單成25分鐘都未上過野，咁就同個著橙色衫既staff講聲啦。（個位女士應該係senior staff，因為其他人普遍著深藍色。）我地問可唔可以追一追張單，因為落左成25分鐘都冇野上過，見隔離台遲落單過我地都已經上左成10分鐘，就想問一問會唔會其實漏左定點。個位女士好大聲咁話「你講野啦，我地電腦入單架，點會你入單先但野食黎得遲過人呀」（意指我地話自己落單先過隔離係講大話），然後就自己走左去。粒粒字都好刺耳。我理得你入單程序係點，但可以係你地漏左張單架wor，點解可以一口就咬定我地講大話？食餐飯姐，d客需唔需要咁講大話黎屈你呀？同埋自問一路態度都好好，只係問下都咁被人話。好谷氣，好食到識飛都一定唔會再幫襯。  如果想受氣就去食啦。 
